x1,x2,age,label
3.6243453636632417,1.3882435863499247,63,1.0
1.4718282477365443,0.9270313778438295,70,1.0
2.8654076293246784,-0.3015386968802827,64,1.0
3.7448117642164798,1.2387930991048972,66,1.0
2.3190390960570983,1.7506296245225899,68,1.0
3.462107937044974,-0.060140709497654044,65,1.0
1.6775827959864924,1.6159456453315844,60,1.0
3.1337694423354376,0.9001087326859691,70,1.0
1.8275717924495642,1.1221415820786282,64,1.0
2.0422137467155927,2.582815213715822,69,1.0
0.8993808227870788,3.144723709839614,70,1.0
2.9015907205927958,2.5024943389018683,69,1.0
2.900855949264412,1.3162721408256668,68,1.0
1.8771097744813519,1.0642305657409312,69,1.0
1.732111920373984,2.530355466738186,64,1.0
1.308339248274691,1.6032464731440226,70,1.0
1.3128272998804005,1.1547943585012805,63,1.0
1.3287538691631808,1.9873354010810986,62,1.0
0.8826896513647222,2.2344156978170924,69,1.0
3.6598021771098708,2.7420441605773354,62,1.0
1.8081644476383851,1.1123710359151637,68,1.0
1.2528417062491624,3.6924546010277464,61,1.0
2.050807754776029,1.3630043534306466,61,1.0
2.190915484667466,4.100255136478842,63,1.0
2.120158952481629,2.617203109707419,61,1.0
2.3001703199558277,1.6477501535064814,64,1.0
0.8574818019778598,1.6506572775871224,60,1.0
1.791105766625222,2.5866231911821975,61,1.0
2.838983413874505,2.9311020813035573,61,1.0
2.2855873252542587,2.885141164270728,69,1.0
1.2456020590033472,3.252868155233288,64,1.0
2.512929820418009,1.7019071648972843,60,1.0
2.488518146537497,1.9244282869789442,61,1.0
3.1316293874514267,3.519816816422199,63,1.0
4.185575406533161,0.6035036645118623,64,1.0
0.5558861945704106,1.4955341370535487,69,1.0
2.1600370694478306,2.876168921116225,70,1.0
2.3156349472416053,-0.02220121582400303,70,1.0
1.6937959873716282,2.8279746426072463,65,1.0
2.2300947353643834,2.7620111803120246,61,1.0
1.7776718573896408,1.7992419310700025,69,1.0
2.186561390988284,2.4100516472082565,67,1.0
2.1982997201267698,2.1190086458074586,64,1.0
1.3293377137109694,2.3775637863209194,60,1.0
2.121821270991437,3.1294839079119194,65,1.0
