x1,x2,age,label
2.1017205603892575,1.9333201308963666,25,0.0
3.3602765085801,1.2711826230921837,20,0.0
2.5030843140008643,-0.03039405472840384,25,0.0
2.3179106849910105,0.8483639380093673,29,0.0
2.7855367656628873,2.8122661002076748,20,0.0
1.9369578314541103,1.2722526626416029,26,0.0
1.9484593604327802,1.6552966746276911,23,0.0
2.9265110671626107,0.4486467898043307,28,0.0
1.9869055700642808,2.5663013866870426,20,0.0
2.9064005846703904,3.27041290911623,24,0.0
3.922483756242313,2.2927243606156966,25,0.0
2.6191129160192625,0.26062001850757666,20,0.0
-0.3183982656357416,1.3069302619541192,27,0.0
2.538136656077565,2.0324895842668895,27,0.0
2.9656919681594873,3.3862813337542716,25,0.0
2.214083048862319,2.0495678648525963,29,0.0
2.0213837191188904,2.577098413377276,21,0.0
1.7755970932406668,2.4835808979058536,24,0.0
0.45199916625709036,3.8298960596280853,30,0.0
2.2303992577350202,-0.5687302360400741,27,0.0
1.8574399136504187,0.5828963050168516,20,0.0
1.0969297282703099,2.5245435307193014,23,0.0
0.8611150957484828,2.9933505635537667,24,0.0
1.2236520713286778,3.1854478341382944,27,0.0
1.337931321444692,1.9471084036965474,23,0.0
0.4367781052056876,2.9923786545887707,21,0.0
2.024762373438087,2.047955884845083,21,0.0
2.883469114491415,1.9895055390659948,24,0.0
0.8568226987862229,-1.1472568673527257,25,0.0
2.8188350721610735,2.413506061521503,23,0.0
2.3137734028824593,-0.9172409373309991,25,0.0
2.1540503566504587,1.4631601081927925,24,0.0
1.9095894439245678,1.1207927044167616,20,0.0
4.345053049438678,4.120394181143704,22,0.0
0.8719063599784174,1.1801140426523449,26,0.0
4.175225398244189,2.7038687554584677,27,0.0
2.3717687379898096,1.9132229106163114,24,0.0
1.6821335728309705,1.8882058078208095,26,0.0
2.33591344766375,3.4615253901170107,24,0.0
3.619791951299717,2.448261810417456,26,0.0
1.452644011913056,2.412501912969431,28,0.0
2.186125196212994,1.7655142614496349,24,0.0
1.2758086914822337,2.674358471724265,24,0.0
1.5310998814114023,2.4832303555900332,21,0.0
2.410519483906329,0.8194459653073147,29,0.0
2.8869721819544916,3.0742269582045028,23,0.0
2.2414020901081155,2.059910256535969,22,0.0
1.5447615167743494,2.330071309894804,26,0.0
0.8459943190325205,2.048277738194751,26,0.0
1.3711862538499564,2.5245819887732326,30,0.0
1.3767193163950218,3.8041681474306155,26,0.0
2.260948618385979,3.0218888424888566,28,0.0
2.5259730375390843,2.5675603818558606,24,0.0
2.358002278431037,2.2444838021160223,27,0.0
-0.5324933333431932,1.7477795917831593,26,0.0
0.017901199316304295,-0.2411939648453938,21,0.0
2.877101246111912,2.1311346477861197,21,0.0
1.0101445299729692,2.1119223019196776,27,0.0
1.2511651827156354,3.3819752409555472,29,0.0
1.0792167050990558,2.5048874578451414,24,0.0
